pp_id,ca_id,supply_pf_id,pp_eff,erg_max,discharge_duration,st_lss_rt,st_lss_hr,factor_lin_0,factor_lin_1,cap_avlb,vc_ramp,vc_om,cap_pwr_leg,cap_pwr_leg_yr2020,cap_pwr_leg_yr2025,cap_pwr_leg_yr2030,cap_pwr_leg_yr2035,cap_pwr_leg_yr2040,cap_pwr_leg_yr2045,cap_pwr_leg_yr2050,erg_chp,erg_chp_yr2020,erg_chp_yr2025,erg_chp_yr2030,erg_chp_yr2035,erg_chp_yr2040,erg_chp_yr2045,erg_chp_yr2050,cap_pwr_leg_old,fc_cp_ann_yr2020,fc_om_yr2030,fc_cp_ann_yr2035,fc_om_yr2035,fc_cp_ann,fc_cp_ann_yr2050,fc_om,fc_om_yr2045,fc_cp_ann_yr2030,fc_om_yr2020,fc_cp_ann_yr2040,pwr_pot,fc_cp_ann_yr2045,fc_om_yr2040,fc_om_yr2025,fc_cp_ann_yr2025,fc_om_yr2050
103,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,73373.94968,7887.0,34249.57102,5712.0,86415.40924,34249.57102,14412.0,5712.0,47291.03058,12237.0,34249.57102,,34249.57102,5712.0,10062.0,60332.49013,5712.0
74,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,66.5655346020998,66.5655346020998,66.5655346020998,66.5655346020998,66.5655346020998,66.5655346020998,66.5655346020998,66.5655346020998,,,,,,,,,66.5655346020998,64921.51504,11500.0,34148.67354,9500.0,75179.12887,26977.74125,17500.0,9166.666667,44406.28737,15500.0,31758.36277,1667.874778,29368.05201,9333.333333,13500.0,54663.90121,9000.0
104,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,73373.94968,7887.0,34249.57102,5712.0,86415.40924,34249.57102,14412.0,5712.0,47291.03058,12237.0,34249.57102,,34249.57102,5712.0,10062.0,60332.49013,5712.0
75,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,5.86476275128879,5.86476275128879,5.86476275128879,5.86476275128879,5.86476275128879,5.86476275128879,5.86476275128879,5.86476275128879,,,,,,,,,5.86476275128879,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,146.9482658,66928.7014,66500.0,85750.0,110209.7114,62500.0
105,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
79,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,45.5534482682772,45.5534482682772,45.5534482682772,45.5534482682772,45.5534482682772,45.5534482682772,45.5534482682772,45.5534482682772,,,,,,,,,45.5534482682772,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,1141.393183,66928.7014,66500.0,85750.0,110209.7114,62500.0
109,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
83,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,54.6848115204575,54.6848115204575,54.6848115204575,54.6848115204575,54.6848115204575,54.6848115204575,54.6848115204575,54.6848115204575,,,,,,,,,54.6848115204575,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,1370.18982,66928.7014,66500.0,85750.0,110209.7114,62500.0
113,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
87,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,113.846692443934,113.846692443934,113.846692443934,113.846692443934,113.846692443934,113.846692443934,113.846692443934,113.846692443934,,,,,,,,,113.846692443934,84894.58553,44250.0,52018.17417,39000.0,95853.38931,44847.24188,60000.0,37000.0,62976.97796,54750.0,49627.86341,2852.557679,47237.55264,38000.0,49500.0,73935.78174,36000.0
117,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,73373.94968,7887.0,34249.57102,5712.0,86415.40924,34249.57102,14412.0,5712.0,47291.03058,12237.0,34249.57102,,34249.57102,5712.0,10062.0,60332.49013,5712.0
88,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,91.0956639565471,91.0956639565471,91.0956639565471,91.0956639565471,91.0956639565471,91.0956639565471,91.0956639565471,91.0956639565471,,,,,,,,,91.0956639565471,84894.58553,44250.0,52018.17417,39000.0,95853.38931,44847.24188,60000.0,37000.0,62976.97796,54750.0,49627.86341,2282.504921,47237.55264,38000.0,49500.0,73935.78174,36000.0
118,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,73373.94968,7887.0,34249.57102,5712.0,86415.40924,34249.57102,14412.0,5712.0,47291.03058,12237.0,34249.57102,,34249.57102,5712.0,10062.0,60332.49013,5712.0
89,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,119.303580625141,119.303580625141,119.303580625141,119.303580625141,119.303580625141,119.303580625141,119.303580625141,119.303580625141,,,,,,,,,119.303580625141,84894.58553,44250.0,52018.17417,39000.0,95853.38931,44847.24188,60000.0,37000.0,62976.97796,54750.0,49627.86341,2989.286186,47237.55264,38000.0,49500.0,73935.78174,36000.0
119,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,73373.94968,7887.0,34249.57102,5712.0,86415.40924,34249.57102,14412.0,5712.0,47291.03058,12237.0,34249.57102,,34249.57102,5712.0,10062.0,60332.49013,5712.0
90,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,125.844787675314,125.844787675314,125.844787675314,125.844787675314,125.844787675314,125.844787675314,125.844787675314,125.844787675314,,,,,,,,,125.844787675314,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,3153.183529,66928.7014,66500.0,85750.0,110209.7114,62500.0
120,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
94,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,94.3049576777022,94.3049576777022,94.3049576777022,94.3049576777022,94.3049576777022,94.3049576777022,94.3049576777022,94.3049576777022,,,,,,,,,94.3049576777022,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,2362.917406,66928.7014,66500.0,85750.0,110209.7114,62500.0
124,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
98,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,6.26961632028438,6.26961632028438,6.26961632028438,6.26961632028438,6.26961632028438,6.26961632028438,6.26961632028438,6.26961632028438,,,,,,,,,6.26961632028438,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,157.09233,66928.7014,66500.0,85750.0,110209.7114,62500.0
128,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
76,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,22.6330280802462,22.6330280802462,22.6330280802462,22.6330280802462,22.6330280802462,22.6330280802462,22.6330280802462,22.6330280802462,,,,,,,,,22.6330280802462,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,567.0961243,66928.7014,66500.0,85750.0,110209.7114,62500.0
106,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
80,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,20.0113382033411,20.0113382033411,20.0113382033411,20.0113382033411,20.0113382033411,20.0113382033411,20.0113382033411,20.0113382033411,,,,,,,,,20.0113382033411,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,501.4067184,66928.7014,66500.0,85750.0,110209.7114,62500.0
110,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
84,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,4.13235351766174,4.13235351766174,4.13235351766174,4.13235351766174,4.13235351766174,4.13235351766174,4.13235351766174,4.13235351766174,,,,,,,,,4.13235351766174,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,103.5407925,66928.7014,66500.0,85750.0,110209.7114,62500.0
114,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
77,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,17.8420951285453,17.8420951285453,17.8420951285453,17.8420951285453,17.8420951285453,17.8420951285453,17.8420951285453,17.8420951285453,,,,,,,,,17.8420951285453,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,447.053879,66928.7014,66500.0,85750.0,110209.7114,62500.0
107,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
81,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,33.4863096528161,33.4863096528161,33.4863096528161,33.4863096528161,33.4863096528161,33.4863096528161,33.4863096528161,33.4863096528161,,,,,,,,,33.4863096528161,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,839.0373729,66928.7014,66500.0,85750.0,110209.7114,62500.0
111,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
85,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,65.5666758135662,65.5666758135662,65.5666758135662,65.5666758135662,65.5666758135662,65.5666758135662,65.5666758135662,65.5666758135662,,,,,,,,,65.5666758135662,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,1642.847241,66928.7014,66500.0,85750.0,110209.7114,62500.0
115,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
78,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,36.2624062993386,36.2624062993386,36.2624062993386,36.2624062993386,36.2624062993386,36.2624062993386,36.2624062993386,36.2624062993386,,,,,,,,,36.2624062993386,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,908.5956151,66928.7014,66500.0,85750.0,110209.7114,62500.0
108,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
82,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.50839232683287,1.50839232683287,1.50839232683287,1.50839232683287,1.50839232683287,1.50839232683287,1.50839232683287,1.50839232683287,,,,,,,,,1.50839232683287,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,37.79447626,66928.7014,66500.0,85750.0,110209.7114,62500.0
112,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
86,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,13.3612763717774,13.3612763717774,13.3612763717774,13.3612763717774,13.3612763717774,13.3612763717774,13.3612763717774,13.3612763717774,,,,,,,,,13.3612763717774,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,334.7818957,66928.7014,66500.0,85750.0,110209.7114,62500.0
116,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
91,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,100.357235737536,100.357235737536,100.357235737536,100.357235737536,100.357235737536,100.357235737536,100.357235737536,100.357235737536,,,,,,,,,100.357235737536,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,2514.56408,66928.7014,66500.0,85750.0,110209.7114,62500.0
121,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
92,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,66.2676350222562,66.2676350222562,66.2676350222562,66.2676350222562,66.2676350222562,66.2676350222562,66.2676350222562,66.2676350222562,,,,,,,,,66.2676350222562,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,1660.410567,66928.7014,66500.0,85750.0,110209.7114,62500.0
122,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
93,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,26.4433351339471,26.4433351339471,26.4433351339471,26.4433351339471,26.4433351339471,26.4433351339471,26.4433351339471,26.4433351339471,,,,,,,,,26.4433351339471,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,662.5676783,66928.7014,66500.0,85750.0,110209.7114,62500.0
123,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
95,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,64.2568093960858,64.2568093960858,64.2568093960858,64.2568093960858,64.2568093960858,64.2568093960858,64.2568093960858,64.2568093960858,,,,,,,,,64.2568093960858,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,1610.027056,66928.7014,66500.0,85750.0,110209.7114,62500.0
125,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
96,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,20.5714245912639,20.5714245912639,20.5714245912639,20.5714245912639,20.5714245912639,20.5714245912639,20.5714245912639,20.5714245912639,,,,,,,,,20.5714245912639,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,515.4403165,66928.7014,66500.0,85750.0,110209.7114,62500.0
126,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
97,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,52.2375500834392,52.2375500834392,52.2375500834392,52.2375500834392,52.2375500834392,52.2375500834392,52.2375500834392,52.2375500834392,,,,,,,,,52.2375500834392,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,1308.870916,66928.7014,66500.0,85750.0,110209.7114,62500.0
127,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
99,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,30.1906139699917,30.1906139699917,30.1906139699917,30.1906139699917,30.1906139699917,30.1906139699917,30.1906139699917,30.1906139699917,,,,,,,,,30.1906139699917,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,756.459989,66928.7014,66500.0,85750.0,110209.7114,62500.0
129,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
100,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,43.6944029767373,43.6944029767373,43.6944029767373,43.6944029767373,43.6944029767373,43.6944029767373,43.6944029767373,43.6944029767373,,,,,,,,,43.6944029767373,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,1094.8127,66928.7014,66500.0,85750.0,110209.7114,62500.0
130,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
101,0,42.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,16.3010024327394,16.3010024327394,16.3010024327394,16.3010024327394,16.3010024327394,16.3010024327394,16.3010024327394,16.3010024327394,,,,,,,,,16.3010024327394,128592.4542,77125.0,73444.2259,68500.0,146975.1969,63670.93915,103000.0,64500.0,91826.96866,94375.0,70186.46365,408.440058,66928.7014,66500.0,85750.0,110209.7114,62500.0
131,0,,1.0,,2.0,0.1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,142194.6312,11818.875,35202.94669,5871.0,177858.526,35202.94669,29662.5,5871.0,70866.84151,23714.625,35202.94669,,35202.94669,5871.0,17766.75,106530.7363,5871.0
